actor_1_facebook_likes,actor_1_name,actor_2_facebook_likes,actor_2_name,actor_3_facebook_likes,actor_3_name,aspect_ratio,budget,cast_total_facebook_likes,color,content_rating,country,director_facebook_likes,director_name,facenumber_in_poster,genres,gross,imdb_score,language,movie_facebook_likes,movie_title,num_critic_for_reviews,num_user_for_reviews,num_voted_users,overview,plot_keywords,popularity,production_companies,runtime,title_year,return_rate,if_profit,total_fb_likes
103,Chen Chang,21,Pei-Pei Cheng,5,Sihung Lung,2.35,15,129,Color,PG-13,Taiwan,0,Ang Lee,3,Action,128.067808,7.9,Mandarin,0,"Crouching Tiger, Hidden Dragon",287,1641,217740,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",bare midriff|china|magical realism|martial arts|sword,45.742254,"[{""name"": ""Sony Pictures Classics"", ""id"": 58}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""Columbia Pictures Film Production Asia"", ""id"": 2798}, {""name"": ""Good Machine"", ""id"": 10565}, {""name"": ""EDKO Film"", ""id"": 12205}, {""name"": ""Asia Union Film & Entertainment Ltd."", ""id"": 20289}, {""name"": ""United China Vision"", ""id"": 20290}, {""name"": ""Zoom Hunt International Productions Company Ltd."", ""id"": 20291}]",120,2000,7.5378538666666675,1,258
18000,Kevin Spacey,828,Peter Gallagher,158,Ara Celi,2.35,15,19078,Color,R,USA,0,Sam Mendes,0,Drama,130.058047,8.4,English,22000,American Beauty,176,2715,822500,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",domestic violence|drug dealer|homosexuality|midlife crisis|unfaithfulness,80.878605,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Jinks/Cohen Company"", ""id"": 2721}]",122,1999,7.670536466666666,1,60064
14000,Colin Firth,1000,Jennifer Ehle,520,Derek Jacobi,1.85,15,15732,Color,R,UK,0,Tom Hooper,0,Biography,138.795342,8,English,64000,The King's Speech,479,636,503631,"The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",king|king george vi|speech|speech therapist|throne,54.053576,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Bedlam Productions"", ""id"": 5005}, {""name"": ""See-Saw Films"", ""id"": 7217}, {""name"": ""Aegis Film Fund"", ""id"": 7309}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""Momentum Pictures"", ""id"": 19578}, {""name"": ""Molinare Investment"", ""id"": 19579}]",118,2010,8.2530228,1,95252
742,Kelly Preston,384,Tony Jay,247,Hugh O'Brian,1.85,15,2151,Color,PG,USA,425,Ivan Reitman,1,Comedy,111.9364,6,English,0,Twins,27,79,87538,Julius and Vincent Benedict are the results of an experiment that would allow for the perfect child. Julius was planned and grows to athletic proportions. Vincent is an accident and is somewhat smaller in stature. Vincent is placed in an orphanage while Julius is taken to a south seas island and raised by philosophers. Vincent becomes the ultimate low life and is about to be killed by loan sharks.,bare chested male|brother|catholic orphanage|long lost siblings|twins,17.638286,"[{""name"": ""Universal Pictures"", ""id"": 33}]",107,1988,6.462426666666667,1,3949
17000,Kristen Stewart,13000,Eddie Redmayne,882,William Hurt,2.35,15.5,30978,Color,PG-13,USA,4,Udayan Prasad,1,Drama,0.31704,6.8,English,1000,The Yellow Handkerchief,60,36,6723,"Set in the present-day southern United States, The Yellow Handkerchief stars William Hurt as Brett Hanson, an ex-convict who embarks on a road trip. Hanson hitches a ride with two troubled teens, Martine (Kristen Stewart) and Gordy (Eddie Redmayne) traversing post-Hurricane Katrina Louisiana in an attempt to reach his ex-wife and long-lost love, May (Maria Bello). Along the way, the three reflect on their existence, struggle for acceptance, and find their way not only through Louisiana, but through life.",louisiana|overalls|road trip|southern u.s.|teenage boy,3.803495,"[{""name"": ""area japan"", ""id"": 6536}]",102,2008,-0.9795458064516129,0,62864
852,Oprah Winfrey,581,Rae Dawn Chong,271,Dana Ivey,1.85,15,2592,Color,PG-13,USA,14000,Steven Spielberg,0,Drama,94.175854,7.8,English,6000,The Color Purple,70,199,60988,"An epic tale spanning forty years in the life of Celie (Whoopi Goldberg), an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson (Danny Glover), things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa.  Based on the novel by Alice Walker.",book strap|girl|racial discrimination|racial tension|stereotype,17.571533,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""The Guber-Peters Company"", ""id"": 4357}, {""name"": ""Warner Bros."", ""id"": 6194}]",154,1985,5.278390266666666,1,24296
19000,Benedict Cumberbatch,393,Rory Kinnear,305,Allen Leech,2.35,14,20295,Color,PG-13,UK,77,Morten Tyldum,1,Biography,91.121452,8.1,English,165000,The Imitation Game,454,608,467613,"Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",crossword puzzle|cryptography|enigma code|gay lead character|world war two,145.364591,"[{""name"": ""Black Bear Pictures"", ""id"": 22146}, {""name"": ""Bristol Automotive"", ""id"": 38145}]",113,2014,5.508675142857143,1,205070
1000,Eileen Brennan,745,Albert Brooks,271,Alan Oppenheimer,1.85,10,2419,Color,R,USA,6,Howard Zieff,1,Comedy,69.8,6.1,English,855,Private Benjamin,25,60,18140,A sheltered young high society woman joins the army on a whim and finds herself in a more difficult situation than she ever expected.,camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose,12.18838,"[{""name"": ""Warner Bros."", ""id"": 6194}]",109,1980,5.9799999999999995,1,5296
17000,Chloë Grace Moretz,975,Zachary Gordon,569,Rachael Harris,1.85,15,20154,Color,PG,USA,87,Thor Freudenthal,1,Comedy,64.001297,6.2,English,0,Diary of a Wimpy Kid,111,103,32002,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",cheese|diary|friend|middle school|school,21.095489,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Color Force"", ""id"": 5420}, {""name"": ""Dayday Films"", ""id"": 8569}]",92,2010,3.2667531333333333,1,38785
1000,Javier Botet,340,Megan Charpentier,250,Isabelle Nélisse,1.85,20,1949,Color,PG-13,Canada,127,Andrés Muschietti,1,Fantasy,71.58822,6.2,English,57000,Mama,393,304,134869,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",aunt|children|death of sister|forest|hiding in a closet,47.455148,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Toma 78"", ""id"": 10677}, {""name"": ""De Milo"", ""id"": 10678}]",100,2013,2.5794110000000003,1,60666
2000,Jamie Lee Curtis,742,Donald Pleasence,598,P.J. Soles,2.35,0.3,4400,Color,R,USA,0,John Carpenter,0,Horror,47,7.9,English,12000,Halloween,318,1191,157857,"In John Carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets.",halloween|masked killer|michael myers|slasher|trick or treat,30.301307,"[{""name"": ""Compass International Pictures"", ""id"": 14323}, {""name"": ""Falcon International Productions"", ""id"": 22814}]",91,1978,155.66666666666669,1,19740
816,Beverly D'Angelo,695,Randy Quaid,624,Jane Krakowski,1.85,15,3617,Color,R,USA,11000,Harold Ramis,1,Adventure,61.4,7.4,English,0,National Lampoon's Vacation,55,183,71183,"Clark Griswold is on a quest to take his family on a quest to Walley World theme park for a vacation, but things don't go exactly as planned.",amusement park|dog|family vacation|national lampoon series|vacation,22.838834,"[{""name"": ""Warner Bros."", ""id"": 6194}]",98,1983,3.093333333333333,1,16752
925,Jackson Nicoll,38,Georgina Cates,27,Grasie Mercedes,1.85,15,1018,Color,R,USA,79,Jeff Tremaine,0,Comedy,101.97884,6.6,English,26000,Bad Grandpa,157,162,77724,"86-year-old Irving Zisman is on a journey across America with the most unlikely companion: his 8 year-old grandson, Billy.",child beauty pageant|grandson|hidden camera|jackass|road trip,27.165222,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Dickhouse Productions"", ""id"": 6328}]",92,2013,5.798589333333334,1,28087
326,Roger Allam,48,Sylvia Syms,39,Alex Jennings,1.85,9.8,486,Color,PG-13,UK,350,Stephen Frears,0,Biography,56.437947,7.3,English,0,The Queen,280,421,85333,"The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle, following the death of Diana, to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.",monarchy|prime minister|princess diana|queen|speech,19.113278,"[{""name"": ""BIM Distribuzione"", ""id"": 225}, {""name"": ""Granada Film Productions"", ""id"": 247}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Path\u00e9 Renn Productions"", ""id"": 866}, {""name"": ""Path\u00e9 Pictures International"", ""id"": 1178}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Future Films"", ""id"": 10843}, {""name"": ""France 3 Cinema"", ""id"": 16804}]",103,2006,4.758974183673469,1,1249
925,Catherine O'Hara,692,Jeffrey Jones,217,Glenn Shadix,1.85,15,1953,Color,PG,USA,13000,Tim Burton,3,Comedy,73.326666,7.5,English,15000,Beetlejuice,109,306,189413,"Thanks to an untimely demise via drowning, a young couple end up as poltergeists in their New England farmhouse, where they fail to meet the challenge of scaring away the insufferable new owners, who want to make drastic changes. In desperation, the undead newlyweds turn to an expert frightmeister, but he's got a diabolical agenda of his own.",attic|ghost|surrealism|teenage girl|yuppie,58.553213,"[{""name"": ""Geffen Company, The"", ""id"": 4354}, {""name"": ""Warner Bros."", ""id"": 6194}]",92,1988,3.8884444,1,31787
23000,Christian Bale,4000,Kirsten Dunst,902,Eric Stoltz,1.85,15,29370,Color,PG,USA,44,Gillian Armstrong,4,Drama,50.0033,7.3,English,0,Little Women,27,132,36624,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",civil war|female protagonist|post civil war|reference to friedrich schiller|u.s. civil war,16.418639,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",115,1994,2.3335533333333336,1,57316
11000,Daniel Radcliffe,326,Roger Allam,259,Jessica Raine,2.35,17,11946,Color,PG-13,UK,43,James Watkins,0,Drama,54.322273,6.4,English,29000,The Woman in Black,462,509,139749,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",afterlife|baby boy|bird in a cage|ghost|reunited family,43.675191,"[{""name"": ""Hammer Film Productions"", ""id"": 1314}, {""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Film i V\u00e4st"", ""id"": 6417}, {""name"": ""Talisman Productions"", ""id"": 8989}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Filmgate Films"", ""id"": 18230}]",95,2012,2.195427823529412,1,52574
1000,Madeline Carroll,431,Tessa Thompson,383,Brian Geraghty,2.35,15,2452,Color,PG-13,USA,165,Simon West,0,Horror,47.860214,5,English,0,When a Stranger Calls,152,468,34711,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",babysitting|cell phone|high school|nightmare|teenager,4.688212,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Screen Gems"", ""id"": 3287}]",87,2006,2.1906809333333332,1,4431
934,Frankie Muniz,927,Donald Faison,799,Lee Majors,1.85,15,3707,Color,PG,USA,189,Shawn Levy,1,Adventure,47.811275,5.4,English,896,Big Fat Liar,69,99,29008,"Fourteen-year-old Jason Shepherd (Muniz) has a reputation for stretching the truth. So, when big-time Hollywood producer Marty Wolf (Paul Giamatti) steals his class paper and turns it into a smash movie, no one believes Jason's latest tall tale! On a cross-country adventure to set the record straight, Jason and best friend Kaylee (Bynes) devise a high-tech plan to squeeze the truth out of Wolf.",brunette|film producer|liar|prank|stunt,9.125594,"[{""name"": ""Universal Pictures"", ""id"": 33}]",88,2002,2.1874183333333335,1,7452
22000,Robert De Niro,4000,Kirsten Dunst,957,John Michael Higgins,1.85,15,29252,Color,R,USA,272,Barry Levinson,0,Comedy,43.022524,7.1,English,12000,Wag the Dog,130,218,67604,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",death|election|hollywood|president|scandal,13.581966,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Baltimore Pictures"", ""id"": 11407}]",97,1997,1.8681682666666664,1,68481
925,Clayton Snyder,738,Adam Lamberg,566,Alex Borstein,2.35,17,3423,Color,PG,USA,13,Jim Fall,1,Adventure,42.67263,5.3,English,0,The Lizzie McGuire Movie,66,172,27580,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy.",best friend|roma|singer|spaghetti|teenager,11.927667,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Teen Life Productions"", ""id"": 89603}]",94,2003,1.510154705882353,1,5665
12000,Dwayne Johnson,1000,Harold Perrineau,874,Nadine Velazquez,2.35,15,15800,Color,PG-13,USA,29,Ric Roman Waugh,1,Action,42.919096,6.5,English,12000,Snitch,238,122,64747,"Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive.",cigarette smoking|dea|drugs|inspired by true events|undercover,30.556135,"[{""name"": ""Front Street Productions"", ""id"": 1450}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Spitfire Pictures"", ""id"": 14739}]",112,2013,1.861273066666667,1,41703
3000,Adam Scott,658,Conchata Ferrell,562,Allison Tolman,2.35,15,4567,Color,PG-13,USA,66,Michael Dougherty,0,Comedy,42.592529999999996,6.2,English,27000,Krampus,198,181,29867,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,christmas|german|holiday|krampus|santa claus,31.565117,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Legendary Pictures"", ""id"": 923}]",98,2015,1.839502,1,35853
4000,Jordana Brewster,4000,Salma Hayek,1000,Clea DuVall,1.85,15,12170,Color,R,USA,0,Robert Rodriguez,1,Horror,40.064955,6.4,English,0,The Faculty,154,502,92074,"When some very creepy things start happening around school, the kids at Herrington High make a chilling discovery that confirms their worst suspicions: their teachers really are from another planet! As mind-controlling parasites rapidly begin spreading from the faculty to the students' bodies, it's ultimately up to the few who are left – an unlikely collection of loners, leaders, nerds and jocks – to save the world from alien domination.",alien|high school|ohio|photographer|water,21.535126,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Los Hooligans Productions"", ""id"": 11705}]",104,1998,1.6709969999999998,1,21170
22000,Robert De Niro,13000,Sylvester Stallone,1000,Janeane Garofalo,1.85,10,40117,Color,R,USA,446,James Mangold,3,Crime,44.886089,6.9,English,2000,Cop Land,131,207,69576,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",corruption|faked death|falling off a roof|internal affairs|nypd,19.284129,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Across the River Productions"", ""id"": 978}, {""name"": ""Woods Entertainment"", ""id"": 979}]",104,1997,3.4886089,1,78563
11000,Chris Evans,983,JoAnna Garcia Swisher,971,Mia Kirshner,1.85,16,15369,Color,R,USA,11,Joel Gallen,0,Comedy,37.882551,5.7,English,0,Not Another Teen Movie,97,393,80305,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movie genre.",cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,23.423082,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Neal H. Moritz Productions"", ""id"": 2882}]",89,2001,1.3676594375,1,28334
15000,Jake Gyllenhaal,10000,Anna Kendrick,953,America Ferrera,1.85,7,27788,Color,R,USA,453,David Ayer,2,Crime,40.983001,7.7,English,38000,End of Watch,355,336,181025,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,lapd|police|police officer|south central los angeles|street gang,49.517264,"[{""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Hedge Fund Film Partners"", ""id"": 11449}, {""name"": ""Crave Films"", ""id"": 16312}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}, {""name"": ""Le Grisbi Productions"", ""id"": 47169}, {""name"": ""5150 Action"", ""id"": 47354}]",109,2012,4.8547144285714285,1,92194
15000,Emma Stone,14000,Bradley Cooper,13000,Bill Murray,1.85,37,44037,Color,PG-13,USA,488,Cameron Crowe,1,Comedy,20.991497,5.4,English,11000,Aloha,138,172,39782,A celebrated military contractor returns to the site of his greatest career triumphs and re-connects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,box office flop|critically bashed|hawaii|one word title|written by director,29.652536,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Vinyl Films"", ""id"": 485}]",105,2015,-0.4326622432432433,0,97525
23000,Paul Walker,1000,Leslie Bibb,883,William Petersen,1.85,15,26652,Color,PG-13,USA,357,Rob Cohen,0,Action,35.00718,5.6,English,0,The Skulls,102,193,26846,"Luke's exultance at being selected for The Skulls (a secret society bred within the walls of a prominent Ivy League Campus) is soon overshadowed when he realises that all is 'not well in Wonderland'. For The Skulls is a breeding ground for the future powerful and elite. It's not only a far cry from his working class background, but it also hallows its own deep and dark secrets.",college|friend|ivy league|secret society|suicide,11.375032,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Cranium Films"", ""id"": 11482}]",106,2000,1.333812,1,51892
13000,Eddie Redmayne,876,Emily Watson,149,Simon McBurney,2.35,15,14100,Color,PG-13,UK,120,James Marsh,0,Biography,35.887263,7.7,English,90000,The Theory of Everything,419,388,265507,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.",based on memoir|cambridge university|husband wife relationship|lou gehrig's disease|physicist,61.182331,"[{""name"": ""Working Title Films"", ""id"": 10163}]",123,2014,1.3924841999999997,1,118245
833,Greg Grunberg,807,Regina Hall,685,Blair Underwood,2.35,16,4435,Color,PG-13,USA,14,John Whitesell,3,Comedy,34.308901,5.1,English,0,Malibu's Most Wanted,37,87,15939,"Bill Gluckman, a wealthy white Jewish senator is running for the office of Governor. His son ""B-Rad"" dresses, speaks, and acts as if he were a gangster from the inner city. The campaign team members hire two actors, who don't know any more about inner-city life than B-Rad, to act as gang members, kidnap him, and take him to South Central Los Angeles where they hope Brad will be ""scared white"".",los angeles california|person in car trunk|racial impersonation|south asian|street gang,7.314796,"[{""name"": ""Karz Entertainment"", ""id"": 4194}, {""name"": ""Big Ticket Productions"", ""id"": 4195}, {""name"": ""Warner Bros."", ""id"": 6194}]",86,2003,1.1443063125,1,6774
20000,Natalie Portman,1000,James Frain,944,Stockard Channing,1.85,15,22383,Color,PG-13,USA,18,Matt Williams,2,Comedy,33.771174,6.8,English,0,Where the Heart Is,78,240,27044,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside in Sequoyah, Okla., and takes refuge in the friendly aisles of Wal-Mart. In short order, some eccentric, kindly strangers ""adopt"" Novalee and her infant daughter, helping them buck the odds and build a new life.",birth|oklahoma|photographer|tennessee|wal mart,6.857923,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Wind Dancer Films"", ""id"": 32803}]",120,2000,1.2514116,1,44345
607,Claude Rains,202,José Ferrer,87,Jack Hawkins,2.2,15,1076,Color,PG,UK,767,David Lean,8,Adventure,6,8.4,English,11000,Lawrence of Arabia,181,559,192775,"An epic about British officer T.E. Lawrence's mission to aid the Arab tribes in their revolt against the Ottoman Empire during the First World War. Lawrence becomes a flamboyant, messianic figure in the cause of Arab unity but his psychological instability threatens to undermine his achievements.",arab|british military|desert|ottoman empire|t.e. lawrence,41.286336,"[{""name"": ""Horizon Pictures (II)"", ""id"": 11356}]",216,1962,-0.6,0,13739
908,Scout Taylor-Compton,764,Tyler Mane,593,Margot Kidder,1.85,15,3226,Color,R,USA,0,Rob Zombie,0,Horror,33.386128,4.9,English,3000,Halloween II,220,491,36372,"Laurie Strode struggles to come to terms with her brother Micheal's deadly return to Haddonfield, Illinois; meanwhile, Michael prepares for another reunion with his sister.",halloween|hospital|michael myers|rampage|vomiting,12.929525,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Spectacle Entertainment Group"", ""id"": 10370}, {""name"": ""Trancas International Films"", ""id"": 15822}]",105,2009,1.2257418666666666,1,8491
2000,Michiel Huisman,820,Kevin Rankin,612,Gaby Hoffmann,2.35,15,4896,Color,R,USA,212,Jean-Marc Vallée,1,Adventure,37.877959,7.1,English,38000,Wild,349,252,86664,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,female protagonist|grief|hiking|loss of mother|mother daughter relationship,42.952942,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Pacific Standard"", ""id"": 15829}, {""name"": ""bob industries"", ""id"": 93542}]",115,2014,1.5251972666666664,1,46540
956,Tony Goldwyn,878,Monica Potter,616,Martha MacIsaac,1.85,15,3861,Color,R,USA,29,Dennis Iliadis,0,Crime,32.721635,6.6,English,0,The Last House on the Left,241,279,67822,"A group of teenage girls heading into the city hook up with a gang of drug-addled ne'er-do-wells and are brutally murdered. The killers find their way to the home of one of their victim's parents, where both father and mother exact a horrible revenge.",kidnapping|lake|microwave oven|psychopath|woods,19.760383,"[{""name"": ""Rogue Pictures"", ""id"": 134}, {""name"": ""Film Afrika"", ""id"": 773}, {""name"": ""Sean S. Cunningham Films"", ""id"": 17611}]",110,2009,1.1814423333333335,1,6340
1000,Jack Davenport,650,Debra Messing,458,Holland Taylor,1.85,15,2666,Color,PG-13,USA,6,Clare Kilner,0,Comedy,31.5853,6.1,English,0,The Wedding Date,103,250,38248,"With the wedding of her younger sister fast approaching, Kat Ellis faces the undesirable prospect of traveling alone to London for the ceremony. While this is bad enough, Jeffrey, the man who left her as they moved closer to marriage, happens to be the groom's best man. Determined to show everyone -- most of all Jeffrey -- that her romantic life is as full and thrilling as ever, Kat hires a charming male escort as her date.",chick flick|escort|male escort|wedding|wedding date,10.194097,"[{""name"": ""26 Films"", ""id"": 2157}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Visionview Production"", ""id"": 29018}]",88,2005,1.1056866666666667,1,4780
2000,Jamie Lee Curtis,864,Thomas Ian Nicholas,731,Bianca Kajlich,2.35,15,5440,Color,R,USA,28,Rick Rosenthal,5,Comedy,30.259652,4.1,English,0,Halloween: Resurrection,151,614,26905,"Serial Killer Michael Myers is not finished with Laurie Strode, and their rivalry finally comes to an end. But is this the last we see of Myers? Freddie Harris and Nora Winston are reality programmers at DangerTainment, and are planning to send a group of 6 thrill-seeking teenagers into the childhood home of Myers. Cameras are placed all over the house and no one can get out of the house... and then Michael arrives home!",cult film|halloween|killer|michael myers|serial killer,11.045593,"[{""name"": ""Dimension Films"", ""id"": 7405}]",94,2002,1.0173101333333334,1,9063
14000,Liam Neeson,1000,Jason Flemyng,850,Alexa Davalos,2.35,125,18003,Color,PG-13,USA,255,Louis Leterrier,0,Action,163.192114,5.8,English,15000,Clash of the Titans,344,637,229687,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",famous line|hand to hand combat|kraken|rape|zeus,47.686442,"[{""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]",106,2010,0.305536912,1,49108
18000,Robin Wright,636,Carol Kane,594,André the Giant,1.85,16,20060,Color,PG,USA,0,Rob Reiner,0,Adventure,30.857814,8.1,English,33000,The Princess Bride,185,718,294163,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",fairy tale|giant|pirate|princess|true love,44.533612,"[{""name"": ""Act III Communications"", ""id"": 1153}, {""name"": ""The Princess Bride Ltd."", ""id"": 49243}, {""name"": ""Buttercup Films Ltd."", ""id"": 49244}]",98,1987,0.9286133750000001,1,72290
18000,Denzel Washington,2000,Jurnee Smollett-Bell,697,John Heard,2.35,15,22745,Color,PG-13,USA,18000,Denzel Washington,1,Biography,30.226144,7.6,English,0,The Great Debaters,112,118,47626,The true story of a brilliant but politically radical debate team coach who uses the power of words to transform a group of underdog African American college students into an historical powerhouse that took on the Harvard elite.,college|debate|student|texas|wiley college,10.84158,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Marshall Production"", ""id"": 8801}]",126,2007,1.0150762666666666,1,61442
